RecordID,fixedAcidity,pH,alcohol,WineType,Brand,quality,sat,price,margin
5303,7.5,3.05,9.1,W,Gallo,6.992,1.7,3.61,0.48
5304,7.5,3.05,9.1,W,Jacobs Creek,9.858,4.2,4.32,0.46
5305,7.5,3.05,9.1,W,Jacobs Creek,13.85,8,4.7,0.6
5306,6.6,2.96,11.7,W,Sutter Home,13.24,7.3,4.53,0.46
5307,6.7,3.23,12.6,W,Yellow Tail,19.67,7.7,6.73,0.45
5308,7.7,2.86,9,W,Yellow Tail,15.99,7.3,5.5,0.62
5309,6.7,3.12,10.1,W,Blossom Hill,7.629,7.9,6.48,0.54
5310,4.7,3.3,13.6,W,Yellow Tail,16.732,9.3,6.26,0.65
5311,7.5,3.05,9.1,W,Sutter Home,12.888,6.2,4.57,0.57
5312,6.3,3.09,9.2,W,Jacobs Creek,7.6,5.9,4.66,0.21
5313,6.6,3.12,8.8,W,Beringer,8.907,8.9,6.88,0.57
5314,8.5,2.83,10,W,Gallo,11.38,8.1,6.18,0.51
5315,6.5,3.47,9.1,W,Gallo,9.6,3.9,3.63,0.47
5316,6.8,3.04,11.2,W,Jacobs Creek,8.67,4.2,4.32,0.45
5317,6.3,3.11,9.2,W,Gallo,10.23,5.9,4.01,0.37
5318,6.6,3.06,9.2,W,Jacobs Creek,15.948,8.2,5.67,0.68
5319,6.6,3.18,9.5,W,Sutter Home,11.52,7.3,5.57,0.47
5320,6.3,3.35,11.9,W,Beringer,4.536,7.1,5.97,0.32
5321,7.7,3.11,9.8,W,Sutter Home,5.39,6.3,3.99,0.59
5322,7.7,3.11,9.8,W,Jacobs Creek,6.4,5.8,4.66,0.44
5323,5.7,3.36,10.8,W,Gallo,3.687,6.7,4.54,0.43
5324,5.4,3.37,11.3,W,Gallo,5.336,8.4,5.55,0.57
5325,6.6,3.17,12.1,W,Yellow Tail,10.5,5.8,3.81,0.5
5326,4.8,3.38,11.3,W,Gallo,3.738,5.5,4.4,0.5
5327,5.7,3.36,10.8,W,Gallo,5.173,8.6,5.93,0.63
5328,6.2,3.36,13.5,W,Sutter Home,11.75,9.4,6.25,0.68
5329,7.5,3.28,10.3,W,Jacobs Creek,12.5,5.3,4.44,0.52
5330,6.2,3.11,9,W,Blossom Hill,15.8,9.7,5.98,0.64
5331,7,3.08,11.6,W,Sutter Home,13.38,8.9,5.46,0.72
5332,7.5,3.28,10.3,W,Blossom Hill,14.21,7.6,4.61,0.71
5333,6.5,3.21,12.5,W,Beringer,19.96,9,6.07,0.8
5334,6,3.39,8.6,W,Sutter Home,10.602,7.9,5.94,0.61
5335,6.1,3.19,13.4,W,Yellow Tail,12.04,9.2,5.36,0.58
5336,6.5,3.22,12.7,W,Gallo,14.8,9.1,6.21,0.8
5337,7.1,2.97,9.2,W,Gallo,15.595,7.9,5.62,0.63
5338,5.6,3.32,10.2,W,Yellow Tail,17.08,7.3,5.32,0.77
5339,7,2.96,9,W,Yellow Tail,8.374,4.2,3.61,0.3
5340,7,2.96,9,W,Blossom Hill,12.85,7.8,5,0.56
5341,7,2.96,9,W,Sutter Home,18.165,10,6.39,0.45
5342,7,2.96,9,W,Yellow Tail,18.55,9.5,6.78,0.56
5343,7,2.96,9,W,Jacobs Creek,10.518,5.9,5.03,0.28
5344,7,2.96,9,W,Yellow Tail,17.9,8.6,8.2,0.45
5345,7,2.96,9,W,Beringer,14.34,5.8,4.68,0.58
5346,7.4,3.02,11.9,W,Jacobs Creek,13.5,9.5,5,0.56
5347,6.8,2.89,9,W,Gallo,10.335,7.1,3.91,0.64
5348,6.2,3.3,9,W,Jacobs Creek,10.86,5.6,4.55,0.58
5349,6.3,3.43,11,W,Yellow Tail,18.7,8.7,5.93,0.68
5350,7,2.96,9,W,Jacobs Creek,10.578,8.4,6.01,0.64
5351,5.5,3.28,10,W,Gallo,11.19,6,4.73,0.42
5352,6.5,3.29,10.7,W,Gallo,14.19,6.5,5.71,0.7
5353,6.6,3.29,10.7,W,Beringer,24.94,9.3,6.94,0.8
5354,5.4,3.39,13.4,W,Gallo,10.97,4.7,4.69,0.57
5355,7.8,2.99,11,W,Sutter Home,9.476,6.7,4.69,0.39
5356,5.5,3.28,10,W,Blossom Hill,19.964,9.4,6.37,0.78
5357,6.5,3.29,10.7,W,Beringer,11,3.6,3.41,0.56
5358,6.6,3.29,10.7,W,Yellow Tail,8.8,4.4,4.65,0.41
5359,7.8,2.99,11,W,Yellow Tail,10,5.6,4.92,0.44
5360,7.8,2.99,11,W,Beringer,7.352,7.7,7.11,0.58
5361,6.1,3.16,11.1,W,Gallo,14.85,9.7,5.45,0.55
5362,7.4,2.79,10.9,W,Jacobs Creek,10.91,6.6,5.2,0.45
5363,6.7,3.03,11.5,W,Beringer,18.73,9.3,6.47,0.59
5364,5.4,3.39,13.4,W,Blossom Hill,12.6,9,5.97,0.56
5365,6.9,3.08,9.4,W,Sutter Home,13.85,8.4,5.31,0.56
5366,6.9,3.08,9.4,W,Jacobs Creek,18.7,9.6,8.05,0.56
5367,6.9,3.08,9.4,W,Gallo,4.818,7.1,4.86,0.41
5368,6.3,3.17,10.6,W,Gallo,13.9,7.5,5.07,0.37
5369,6.9,3.08,9.4,W,Beringer,11.04,6.5,5.08,0.51
5370,7.4,3.03,12,W,Yellow Tail,9.813,4.5,4.29,0.4
5371,6.1,3.14,10.2,W,Gallo,10.3,6.8,5.05,0.64
5372,6.3,3.17,10.6,W,Gallo,14.99,8.6,5.37,0.58
5373,5,3.26,13.5,W,Blossom Hill,16.975,7.6,6,0.61
5374,6.7,3.31,9.7,W,Yellow Tail,12.35,8.8,6.83,0.64
5375,6.5,3.24,12.2,W,Jacobs Creek,7.844,6.6,6.96,0.55
5376,6.9,3.11,12.3,W,Gallo,7.844,5.4,6.79,0.2
5377,6.5,3.24,12.2,W,Beringer,7.352,4.7,6.31,0.41
5378,6.3,3.42,11.4,W,Yellow Tail,7.844,7.2,7.16,0.6
5379,6.5,3.2,12.7,W,Beringer,7.844,8,7.35,0.53
5380,6.7,3.31,9.7,W,Beringer,7.352,7.2,6.76,0.67
5381,7.4,3.13,10.8,W,Yellow Tail,7.844,7.6,6.71,0.51
5382,7.6,3.08,11,W,Jacobs Creek,11.69,4.8,5.38,0.42
5383,6.4,3.18,9.5,W,Yellow Tail,9.7,4.5,4.52,0.38
5384,6.5,3.2,10.1,W,Gallo,11.24,7.1,4.53,0.56
5385,5.6,3.46,13.2,W,Beringer,10.88,6.4,4.63,0.45
5386,7.4,3.02,8.8,W,Beringer,12.75,8.4,6.23,0.71
5387,6.4,3.18,9.5,W,Sutter Home,10.85,6.2,4.81,0.35
5388,6.6,3.18,9.5,W,Beringer,16.13,8.3,5.21,0.59
5389,6.6,3.16,9.5,W,Jacobs Creek,11.172,6.8,4.81,0.31
5390,6.4,3.18,9.5,W,Yellow Tail,17.02,9.5,9.45,0.15
5391,6.5,3.18,9.5,W,Jacobs Creek,10.786,9.3,6.88,0.59
5392,6.8,3.03,10.4,W,Beringer,11.584,8.3,6.21,0.6
5393,6.3,3.14,9.9,W,Jacobs Creek,14.9,8.2,5.63,0.77
5394,5.5,3.22,10,W,Gallo,15.925,8.9,6.98,0.68
5395,6.5,3.2,10.1,W,Blossom Hill,16.26,9.1,6.02,0.64
5396,6.6,3.17,9.4,W,Yellow Tail,8.84,5.7,4.51,0.3
5397,7,3.03,9.3,W,Jacobs Creek,12.065,6.2,5.08,0.58
5398,7.9,3.05,10.9,W,Jacobs Creek,11.15,7.8,5.02,0.36
5399,7,3.2,11.4,W,Yellow Tail,11.428,6.7,3.5,0.5
5400,8.1,2.99,10.3,W,Yellow Tail,4.99,7.5,6.03,0.63
5401,8.3,3.02,11,W,Blossom Hill,19.528,9.9,7.97,0.45
5402,7.9,3.05,10.9,W,Yellow Tail,14.4,6.6,6.46,0.55
5403,7.2,2.99,10.8,W,Jacobs Creek,6.694,7.4,5.94,0.5
5404,8.1,2.99,10.3,W,Gallo,14.2,6.4,4.81,0.2
5405,8.3,3.02,11,W,Blossom Hill,10.33,8.4,7.03,0.4
5406,7,3.03,9.3,W,Sutter Home,8.3,6.2,3.29,0.29
5407,6.8,2.96,10.2,W,Yellow Tail,7.07,9.5,5.2,0.36
5408,6.9,2.96,10.2,W,Yellow Tail,8.116,8.2,5.71,0.65
5409,7.2,2.99,10.8,W,Jacobs Creek,9.888,6.4,4.3,0.47
5410,6.8,3.24,10.5,W,Blossom Hill,6.12,7.3,4.62,0.55
5411,7.2,3.13,11.1,W,Blossom Hill,10.425,6.1,4.42,0.67
5412,7.9,3.05,10.9,W,Sutter Home,12.05,6.3,4.73,0.7
5413,7,3.2,11.4,W,Yellow Tail,10.485,7.6,4.44,0.74
5414,7.4,3.22,10.3,W,Gallo,13.44,9.2,5.83,0.56
5415,6.3,3.28,12.9,W,Beringer,4.938,6.7,4.7,0.33
5416,6.8,3.12,9.9,W,Yellow Tail,4.515,5.3,3.03,0.13
5417,6.3,3.24,11.3,W,Sutter Home,10.194,5.7,3.39,0.36
5418,5.1,3.38,11.5,W,Gallo,11.859,8,5.01,0.63
5419,5.1,3.38,11.5,W,Beringer,8.074,8.4,5.77,0.66
5420,6.3,3,10.7,W,Sutter Home,5.8,6.2,4.57,0.24
5421,6.9,3.03,10.4,W,Yellow Tail,7,7.4,4.19,0.28
5422,7,3.17,12.5,W,Yellow Tail,4.45,4.3,2.65,0.3
5423,6.7,3.19,9.5,W,Yellow Tail,6.4,7.1,4.74,0.61
5424,7.3,3.05,11.3,W,Gallo,12.68,9.1,5.6,0.56
5425,6.7,3.26,13,W,Jacobs Creek,10.99,6.6,4.87,0.58
5426,5.1,3.38,11.5,W,Beringer,3.222,6.3,3.96,0.23
5427,5.1,3.22,11.5,W,Beringer,8.99,7.3,3.91,0.35
5428,6.3,3.24,11.3,W,Beringer,3.811,6.2,4.4,0.37
5429,7.1,3.15,13.2,W,Sutter Home,7.8,6.1,4.55,0.67
5430,4.8,3.46,11.5,W,Yellow Tail,6.2,6.3,3.23,0.28
5431,6.8,2.83,9.6,W,Yellow Tail,8.15,6.1,3.9,0.62
5432,6.8,2.83,9.6,W,Jacobs Creek,9.3,8.1,4.32,0.42
5433,7,3.15,9.7,W,Yellow Tail,5.8,7.3,5.04,0.36
5434,6.5,3.14,9.2,W,Jacobs Creek,5.5,6.8,3.74,0.54
5435,6.2,3.16,8.4,W,Jacobs Creek,5.17,6.1,3.79,0.35
5436,8,3,12.4,W,Blossom Hill,4.788,4.2,3.6,0.23
5437,8,3,12.4,W,Jacobs Creek,11.2,8,4.06,0.52
5438,6.5,3.14,9.2,W,Yellow Tail,8.2,6.3,4.1,0.52
5439,6.2,3.16,8.4,W,Yellow Tail,15.2,9,5.38,0.56
5440,6.7,3.14,11.7,W,Beringer,7.7,7,3.73,0.34
5441,6.6,2.96,11,W,Yellow Tail,5.764,8.6,6.3,0.53
5442,7.5,2.97,11.9,W,Jacobs Creek,15.35,8.9,6.36,0.56
5443,7.5,3.2,13.2,W,Jacobs Creek,17.865,9.3,7.56,0.45
5444,6.7,3.14,11.7,W,Yellow Tail,7.44,7,4.94,0.52
5445,6.4,3.26,9.1,W,Sutter Home,5.13,6,5.17,0.54
5446,6.7,3.34,12.6,W,Beringer,11.28,8.1,5.18,0.74
5447,6.4,3.26,9.1,W,Jacobs Creek,4.95,6.2,4.09,0.36
5448,7.1,3.17,10.5,W,Sutter Home,6.3,7.5,4,0.4
5449,8.2,3.23,10.6,W,Sutter Home,4.752,4.8,4.47,0.27
5450,6.7,3.34,12.6,W,Blossom Hill,8.84,5.8,4.49,0.54
5451,5.9,3.41,13.7,W,Sutter Home,4.104,8.6,5.55,0.51
5452,5.9,3.36,12,W,Beringer,8.53,5.6,4.37,0.46
5453,6.6,3.4,12.5,W,Jacobs Creek,8.955,5.1,3.43,0.51
5454,5.9,3.55,12.1,W,Sutter Home,12.772,7.4,6.87,0.69
5455,5.9,3.21,11.3,W,Sutter Home,4.86,7,4.92,0.48
5456,5.9,3.36,12,W,Blossom Hill,11.85,8.3,5.9,0.77
5457,5.4,3.46,10.3,W,Blossom Hill,9.428,7.6,4.48,0.45
5458,6.1,3.27,12.7,W,Gallo,8.678,8.2,5.85,0.6
5459,7.3,3.12,9.2,W,Yellow Tail,4.86,8.5,4.81,0.32
5460,7.3,3.12,9.2,W,Jacobs Creek,4.29,5.5,4.81,0.22
5461,6.2,3.1,9.5,W,Jacobs Creek,8.49,8.1,6.32,0.64
5462,6.5,3.16,10.1,W,Sutter Home,7.85,5.4,4.49,0.57
5463,6.5,3.16,10.1,W,Beringer,7.86,6.5,5.35,0.56
5464,6.6,3.25,13,W,Sutter Home,4.86,8.2,5.95,0.58
5465,6,3.24,13.1,W,Yellow Tail,6.4,8,5.44,0.44
5466,8.4,3.1,11,W,Beringer,12.24,9.4,6.86,0.45
5467,7.3,3.12,9.2,W,Beringer,10.76,8.5,4.89,0.74
5468,6,3.08,9.4,W,Blossom Hill,4.422,7.3,5.77,0.43
5469,6.2,3.1,9.5,W,Beringer,5.13,9.1,7.13,0.56
5470,6.1,3.16,10.2,W,Yellow Tail,4.104,7,4.35,0.35
5471,6.5,3.16,10.1,W,Sutter Home,2.34,7.6,7.11,0.56
5472,7.3,3.06,8.6,W,Jacobs Creek,6.857,8.9,6.52,0.53
5473,7.6,2.91,9,W,Beringer,5.148,6.6,5.18,0.46
5474,6.7,3.13,9.6,W,Blossom Hill,8.82,6.8,4.48,0.6
5475,7.4,3.29,9.9,W,Blossom Hill,21.7,3.5,4.49,0.53
5476,6.1,3.2,10.5,W,Jacobs Creek,7.656,8.9,4.8,0.22
5477,7.1,3.15,11.4,W,Beringer,11.75,7.7,4.3,0.2
5478,6.5,3.18,9.4,W,Gallo,7.656,8,4.69,0.13
5479,6.8,3.12,11.1,W,Gallo,7.32,4.8,5,0.2
5480,6,3.1,8.9,W,Beringer,25.75,8.7,6.51,0.45
5481,6,3.1,8.9,W,Yellow Tail,14.134,7.1,4.84,0.29
5482,7.1,3.15,10.8,W,Sutter Home,13.03,7.9,5.4,0.64
5483,6.8,3.06,12.2,W,Gallo,11.01,5.8,3.92,0.41
5484,6,3.1,8.9,W,Yellow Tail,15.516,8.7,5.92,0.51
5485,7.2,3.13,12.5,W,Blossom Hill,9.925,5.9,4,0.4
5486,6.8,3.06,12.2,W,Jacobs Creek,10.265,6.8,4.79,0.53
5487,7.2,3.13,12.5,W,Gallo,11.72,8.9,6.5,0.56
5488,6,3.1,8.9,W,Beringer,7.86,8,5.15,0.37
5489,6.2,3.16,10.8,W,Blossom Hill,9.65,4.6,4.02,0.48
5490,6.4,2.99,11.4,W,Gallo,8.578,7.9,4.38,0.6
5491,7.1,3.15,10.8,W,Jacobs Creek,9.4,5.3,4.31,0.36
5492,6,3.18,10.6,W,Gallo,13.218,9.5,5.02,0.4
5493,7,3.01,9.2,W,Gallo,7.161,6,4.15,0.63
5494,5.9,3.24,12.2,W,Sutter Home,13.47,7.8,4.84,0.58
5495,7,3.26,12.3,W,Yellow Tail,7.92,7.4,4.97,0.47
5496,6.7,3.23,10.4,W,Jacobs Creek,12.45,6.2,4.86,0.21
5497,7,2.99,10.4,W,Yellow Tail,7.994,7.7,5.53,0.72
5498,8.5,3.07,11,W,Beringer,11.2,6.6,4.43,0.52
5499,6,3.18,10.6,W,Gallo,11.39,7.7,5.28,0.3
5500,7,3.01,9.2,W,Jacobs Creek,9.464,7.9,5.57,0.39
5501,4.8,3.32,13.5,W,Yellow Tail,6.684,7.3,5.05,0.37
5502,6.1,2.95,11.4,W,Jacobs Creek,13.84,7.7,4.88,0.46
5503,5.8,3.1,11.5,W,Yellow Tail,13.97,8.8,5.12,0.66
5504,5,3.21,14,W,Gallo,10.217,8.1,6.09,0.45
5505,6.5,3.25,12.5,W,Jacobs Creek,13.425,8.5,5.22,0.54
5506,6.5,3.25,12.5,W,Yellow Tail,5,4.5,3.57,0.17
5507,6.7,3.09,12.8,W,Jacobs Creek,14.5,9.1,5.72,0.68
5508,6.2,3.23,11.2,W,Sutter Home,14.5,7.5,7,0.72
5509,6.2,3.23,11.2,W,Gallo,6.49,7.5,5.13,0.78
5510,7.1,3.17,13.6,W,Blossom Hill,7.168,6.7,4.4,0.3
5511,7.2,2.93,9.2,W,Jacobs Creek,10.8,9.3,6.96,0.29
5512,6.5,3.25,12.5,W,Gallo,10.26,8.5,6.41,0.53
5513,7.2,3.17,11.1,W,Jacobs Creek,5.587,6.1,4.89,0.3
5514,6.2,3.23,11.2,W,Jacobs Creek,7.384,5.1,3.24,0.59
5515,4.7,3.21,14,W,Yellow Tail,10.9,7,5.38,0.49
5516,7.1,3.17,13.6,W,Jacobs Creek,13.75,8.1,7.28,0.45
5517,6.2,3.18,9.4,W,Gallo,7.242,6.7,5.01,0.65
5518,6.4,3.12,14.2,W,Jacobs Creek,13,7.8,5.18,0.67
5519,6.6,3,13.2,W,Yellow Tail,13.312,7.8,5.27,0.68
5520,7.4,3.04,11.2,W,Jacobs Creek,12.669,8.3,4.85,0.56
5521,7.3,3.14,10.2,W,Gallo,12.825,8.5,5.51,0.72
5522,6.7,3.09,12.8,W,Yellow Tail,11.55,4.3,3.86,0.25
5523,8.6,2.95,10.1,W,Beringer,16.23,7.9,6.55,0.56
5524,8.6,2.95,10.1,W,Jacobs Creek,8.199,9.6,6.87,0.56
5525,8.6,2.83,10.3,W,Yellow Tail,8.2,8.4,5.84,0.7
5526,6.9,3.19,9.9,W,Gallo,8.124,8.3,5.73,0.71
5527,6.5,3.15,11.5,W,Yellow Tail,16.67,8,6.02,0.77
5528,6.6,3.18,9,W,Beringer,12.66,8,4.2,0.7
5529,6.6,3.18,9,W,Jacobs Creek,10.468,4,3.86,0.44
5530,6.1,3.03,12.1,W,Blossom Hill,15.7,8,4.33,0.44
5531,6.2,3.14,13.3,W,Jacobs Creek,5.094,7.7,4.77,0.6
5532,6.9,3.22,11.5,W,Jacobs Creek,9.5,2.6,4.23,0.43
5533,8.7,2.96,11,W,Jacobs Creek,10.575,4.6,3.69,0.52
5534,7.3,3.28,10.7,W,Jacobs Creek,4.47,3.3,4.17,0.25
5535,7,3.08,9.4,W,Gallo,14.2,5.8,4.95,0.55
5536,5.7,3.44,10.3,W,Gallo,10.5,6.6,3.81,0.49
5537,6.5,3.17,9.3,W,Yellow Tail,8.352,3.6,3.68,0.46
5538,8.2,2.88,12,W,Yellow Tail,16.304,8.7,5.65,0.54
5539,6.2,3.21,11,W,Gallo,13.125,7.4,4.75,0.43
5540,6.9,3.16,9.3,W,Yellow Tail,9.4,4.9,3.93,0.47
5541,4.9,3.24,10.1,W,Beringer,17.163,7.6,5.61,0.77
5542,7.2,3.18,11.1,W,Blossom Hill,9.4,3.7,4.14,0.41
5543,6.4,2.99,9.9,W,Gallo,11.61,8.6,6.62,0.71
5544,6.1,3.22,11,W,Yellow Tail,11.505,3.5,5.51,0.69
5545,6.2,3.21,11,W,Yellow Tail,8.95,5.1,3.71,0.32
5546,6,3.32,12.5,W,Yellow Tail,15.2,8.7,5.15,0.52
5547,6.1,3.31,12.7,W,Gallo,12.14,7.4,5.41,0.56
5548,5.7,3.32,9.3,W,Jacobs Creek,9.096,9.3,7.21,0.8
5549,6.9,3.16,9.3,W,Beringer,8.786,7.9,6.32,0.37
5550,4.9,3.24,10.1,W,Yellow Tail,6.9,8.1,5.43,0.5
5551,6.3,3.14,8.8,W,Yellow Tail,9.14,5.1,4.23,0.43
5552,7,2.88,11.2,W,Sutter Home,6.704,7.8,5.36,0.32
5553,8.4,3.13,10.8,W,Gallo,6.996,8,5.55,0.52
5554,6.3,3.14,8.8,W,Yellow Tail,7.032,7.5,5.61,0.53
5555,7,2.88,11.2,W,Yellow Tail,6.95,9,5.59,0.38
5556,5.4,3.24,10.3,W,Beringer,5.988,9.1,5.49,0.46
5557,7.7,3.11,12,W,Gallo,6.618,8,5.45,0.6
5558,5.6,3.26,9.5,W,Blossom Hill,6.172,8.3,5.07,0.57
5559,5.6,3.26,9.5,W,Gallo,8.949,8.8,7.19,0.55
5560,6.6,3.14,9.8,W,Yellow Tail,9.69,6,4.58,0.64
5561,7.6,2.91,9,W,Yellow Tail,8.842,5.7,4.19,0.41
5562,7.2,3.17,13,W,Gallo,7.411,9,8.2,0.79
5563,6,3.39,11.8,W,Yellow Tail,12.52,4.4,6.05,0.2
5564,7.5,2.97,8.8,W,Yellow Tail,9.244,8.9,5.76,0.74
5565,7.3,3.1,11.2,W,Yellow Tail,11.23,0.8,4.42,0.2
5566,5.4,3.26,9.5,W,Gallo,6.55,8,5.7,0.33
5567,6.3,3.16,9.4,W,Beringer,5.739,7,4.5,0.38
5568,6.5,3.16,9.5,W,Jacobs Creek,7.41,9,8.38,0.79
5569,6.4,3.03,10.4,W,Gallo,10.645,7.7,6.52,0.45
5570,6.7,3.08,9.8,W,Gallo,6.45,7.1,6.07,0.66
5571,6.4,3.03,10.4,W,Gallo,12.212,9,7.57,0.45
5572,6.8,3.06,10.3,W,Jacobs Creek,6.84,3.3,3.72,0.36
5573,6.3,3.16,9.4,W,Beringer,8.856,8.1,6.19,0.39
5574,6.5,3.16,9.5,W,Gallo,6.297,7.5,5.41,0.5
5575,6.1,3.19,11.9,W,Beringer,11.01,7.7,5.97,0.24
5576,7,3.15,12.8,W,Yellow Tail,15.476,6.9,4.18,0.44
5577,6.9,3.09,13,W,Jacobs Creek,15.732,9,7.6,0.45
5578,6.5,3.26,10.4,W,Blossom Hill,5.84,7.6,4.8,0.38
5579,6.5,3.25,10.4,W,Beringer,5.834,7.9,4.67,0.47
5580,6.1,3.21,10.7,W,Yellow Tail,4.449,7.4,7.06,0.29
5581,6.3,3.05,10.7,W,Gallo,3.04,7.8,6.03,0.65
5582,6.1,3.19,11.9,W,Gallo,6.55,9,7.67,0.15
5583,5.6,3.19,10.4,W,Beringer,6.892,7.2,5.45,0.31
5584,7,3.15,12.8,W,Jacobs Creek,4.44,7.2,4.77,0.78
5585,6.8,3.2,9.9,W,Blossom Hill,6.3,8.5,5.46,0.57
5586,6.8,3.2,9.9,W,Beringer,4.104,9.4,5.48,0.46
5587,7.3,3.16,9.4,W,Gallo,11.66,7.4,5.23,0.56
5588,6.1,3.3,11.4,W,Beringer,2.97,6.2,5.03,0.4
5589,6.8,3.2,9.9,W,Blossom Hill,8.08,6.3,3.66,0.47
5590,7.3,3.16,9.4,W,Jacobs Creek,9.55,6.4,3.42,0.24
5591,6.9,2.99,9.2,W,Jacobs Creek,6.15,5.9,3.63,0.54
5592,6.7,2.9,10.5,W,Beringer,4.86,10,5.03,0.47
5593,6.7,3.25,11,W,Blossom Hill,5.504,7.1,4.6,0.75
5594,6.7,3.25,11,W,Beringer,8.236,7.4,5.78,0.76
5595,8,2.9,12.1,W,Sutter Home,5.13,8.9,6.37,0.56
5596,6.7,3.25,11,W,Sutter Home,13.6,9.3,7.25,0.7
5597,6,3.22,12.8,W,Jacobs Creek,6.735,7,3.87,0.59
5598,6.4,3.01,10.5,W,Beringer,5.424,8,5.8,0.57
5599,6.4,3.01,10.5,W,Jacobs Creek,4.44,9.6,5.87,0.35
5600,6.4,3.01,10.5,W,Gallo,4.96,8.3,5.48,0.57
5601,6.4,3,9.5,W,Yellow Tail,7.56,7.6,4.87,0.44
5602,6.1,3.07,9.2,W,Blossom Hill,7.434,8.8,5.93,0.49
5603,6.8,3.07,11.1,W,Yellow Tail,6.746,7.8,5.07,0.48
5604,6.5,3.06,12.3,W,Gallo,8.644,7.9,4.88,0.74
5605,6.8,3.07,11.1,W,Blossom Hill,3.46,5.7,4.71,0.52
5606,5.4,3.04,12.6,W,Yellow Tail,3.274,7.1,4.82,0.47
5607,6.4,3,9.5,W,Yellow Tail,2.88,5.8,4.77,0.47
5608,6.1,3.07,9.2,W,Beringer,8.8,8.2,5.62,0.56
5609,6.8,3.2,10.8,W,Gallo,6.398,6.8,4.26,0.53
5610,7.2,3,11.3,W,Beringer,6.53,6.3,4.35,0.73
5611,6,3.22,12.8,W,Jacobs Creek,5.028,7.3,5.5,0.65
5612,6.4,3.01,10.5,W,Blossom Hill,12.95,7.2,5.07,0.52
5613,6.5,3.08,9.8,W,Sutter Home,7.38,7.2,7.21,0.73
5614,6.5,2.98,8.5,W,Sutter Home,5.904,7.3,7.07,0.6
5615,6.2,3.16,9.3,W,Gallo,7.706,9,6.99,0.6
5616,7.2,3.2,9.2,W,Beringer,8.384,8.7,6.93,0.7
5617,5.9,3.21,11.4,W,Jacobs Creek,7.83,7.9,6.99,0.56
5618,6.4,2.98,8.5,W,Yellow Tail,16.624,7.2,6.56,0.48
5619,6.2,3.16,9.3,W,Jacobs Creek,13.592,8.4,7.54,0.64
5620,6.4,3.06,8.4,W,Blossom Hill,17,9.9,7.51,0.45
5621,7,3.04,9.2,W,Yellow Tail,17.23,10,8.05,0.15
5622,7.2,3.2,9.2,W,Beringer,17.688,10,6.95,0.73
5623,7.6,3.18,10.4,W,Gallo,17.238,9.5,6.58,0.56
5624,6,3.27,11.6,W,Yellow Tail,12.6,7.7,5.35,0.42
5625,6.2,3.25,12.4,W,Jacobs Creek,13.54,6.6,4.94,0.38
5626,7.6,3.18,10.4,W,Beringer,16.56,9.1,6.21,0.56
5627,6.4,3.09,9.3,W,Beringer,9.9,5.9,4.47,0.56
5628,5.9,3.2,12.2,W,Gallo,11.925,4.8,4.03,0.48
5629,6.1,3.22,11,W,Gallo,10.178,7.1,5.49,0.43
5630,6.9,3.11,11.4,W,Blossom Hill,18.2,9.5,8.29,0.45
5631,6.4,3.06,9.5,W,Blossom Hill,13.332,8.8,6.18,0.8
5632,6.8,3.07,9.2,W,Beringer,11.648,9.3,7.99,0.15
5633,7.5,3.13,11.1,W,Blossom Hill,12.024,9.6,7.05,0.15
5634,6.8,3.07,9.2,W,Beringer,7.689,9.7,7.48,0.15
5635,6.4,3.24,11,W,Jacobs Creek,7.699,9.8,6.32,0.15
5636,7.3,3.14,9.9,W,Jacobs Creek,7.699,10,7.32,0.15
5637,7.3,3.14,9.9,W,Blossom Hill,11.218,9.6,7.11,0.15
5638,6.4,3.06,9.5,W,Jacobs Creek,7.699,9.4,6.6,0.15
5639,6.1,3.35,12.4,W,Yellow Tail,16.53,8.1,6.1,0.63
5640,6.3,3.21,9.4,W,Sutter Home,13.226,8.6,6.8,0.48
5641,6.2,3.23,9.3,W,Beringer,13.584,8.8,7.29,0.73
5642,7.4,2.9,8.7,W,Beringer,17.23,9,8.25,0.71
5643,7.4,2.9,8.7,W,Yellow Tail,16.32,8.7,5.7,0.66
5644,7.4,2.9,8.7,W,Gallo,14.32,7.7,5.26,0.72
5645,7.4,2.9,8.7,W,Blossom Hill,16.249,8.4,6.42,0.63
5646,7.2,2.94,9,W,Beringer,17.142,8.5,6.65,0.56
5647,6.9,3,10.7,W,Gallo,7.731,7.5,4.58,0.37
5648,6.9,3,10.7,W,Beringer,8.412,8.7,6.17,0.65
5649,6.8,3.02,11.3,W,Yellow Tail,6.198,8.9,4.6,0.35
5650,7.4,2.9,8.7,W,Gallo,5.016,4.8,4.1,0.18
5651,6.8,2.96,11.7,W,Jacobs Creek,5.79,7.5,4.98,0.23
5652,6.2,3.23,9.3,W,Beringer,7.1,6.3,4.68,0.34
5653,7.4,2.9,8.7,W,Yellow Tail,15.192,8.4,6.2,0.6
5654,7.2,2.94,9,W,Beringer,5.918,7.6,4.9,0.24
5655,6.8,2.96,11.7,W,Sutter Home,13.29,9,3.93,0.45
5656,6.5,3.23,10.7,W,Beringer,5.962,6.9,6.8,0.24
5657,6.6,3.05,11.4,W,Jacobs Creek,18.74,8.6,6.54,0.45
5658,6.9,3,10.7,W,Blossom Hill,15,8.6,7.21,0.66
5659,6.8,3.02,11.3,W,Sutter Home,10.6,7.9,5.96,0.11
